invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin
3974,WALM096,Eagle Pass,Fashion accessories,$66,2,22/09/20,16:16:00,Ewallet,5,0.18
3975,WALM016,Brownsville,Home and lifestyle,$32,2,17/10/23,19:04:00,Ewallet,8,0.48
3976,WALM062,Galveston,Fashion accessories,$20,3,25/12/22,17:07:00,Ewallet,9,0.33
3977,WALM001,Houston,Home and lifestyle,$69,3,28/09/23,17:33:00,Ewallet,4,0.36
3978,WALM067,Haltom City,Fashion accessories,$53,2,29/09/23,20:06:00,Ewallet,8,0.33
3979,WALM097,Alice,Home and lifestyle,$39,1,27/10/22,19:37:00,Ewallet,4,0.18
3980,WALM100,Canyon,Fashion accessories,$39,1,23/09/20,20:51:00,Ewallet,6,0.18
3981,WALM002,Dallas,Home and lifestyle,$63,3,14/10/20,20:16:00,Ewallet,6,0.36
3982,WALM083,Farmers Branch,Fashion accessories,$74,2,11/09/23,15:13:00,Ewallet,6,0.33
3983,WALM043,Baytown,Home and lifestyle,$54,1,06/11/22,19:34:00,Ewallet,5,0.48
3984,WALM061,Cedar Park,Fashion accessories,$24,1,25/08/20,19:30:00,Ewallet,6,0.33
3985,WALM051,New Braunfels,Home and lifestyle,$73,2,05/12/20,18:33:00,Ewallet,6,0.48
3986,WALM052,Mansfield,Fashion accessories,$72,1,29/12/22,15:28:00,Ewallet,6,0.57
3987,WALM024,Carrollton,Home and lifestyle,$54,3,11/08/23,19:25:00,Ewallet,4,0.48
3988,WALM076,Huntsville,Fashion accessories,$16,3,17/09/22,16:56:00,Ewallet,9,0.33
3989,WALM088,Cleburne,Home and lifestyle,$29,2,25/12/22,15:42:00,Ewallet,9,0.33
3990,WALM062,Galveston,Fashion accessories,$72,3,06/09/22,15:03:00,Ewallet,5,0.33
3991,WALM094,Alamo,Home and lifestyle,$69,1,18/11/23,16:42:00,Ewallet,7,0.33
3992,WALM048,Harlingen,Fashion accessories,$51,2,19/12/22,20:48:00,Ewallet,8,0.48
3993,WALM011,Lubbock,Home and lifestyle,$22,1,06/12/23,17:49:00,Ewallet,5,0.48
3994,WALM085,Kerrville,Fashion accessories,$69,3,06/09/21,19:43:00,Ewallet,6,0.33
3995,WALM034,College Station,Home and lifestyle,$58,3,20/10/22,16:03:00,Ewallet,7,0.48
3996,WALM015,Grand Prairie,Fashion accessories,$23,2,28/11/21,20:43:00,Ewallet,6,0.48
3997,WALM004,Austin,Home and lifestyle,$69,2,04/08/23,18:29:00,Ewallet,9,0.48
3998,WALM100,Canyon,Fashion accessories,$45,1,20/10/20,17:29:00,Ewallet,5,0.18
3999,WALM027,Abilene,Home and lifestyle,$20,2,22/11/20,18:38:00,Ewallet,4,0.48
4000,WALM096,Eagle Pass,Fashion accessories,$42,1,27/10/21,17:06:00,Ewallet,7,0.18
4001,WALM009,Plano,Home and lifestyle,$55,1,29/08/21,20:58:00,Ewallet,7,0.48
4002,WALM064,Bedford,Fashion accessories,$17,1,09/11/23,20:49:00,Ewallet,4,0.33
4003,WALM028,Odessa,Home and lifestyle,$17,2,14/08/20,18:22:00,Ewallet,6,0.48
4004,WALM066,Grapevine,Fashion accessories,$69,2,31/12/23,16:33:00,Ewallet,8,0.33
4005,WALM077,Coppell,Home and lifestyle,$49,2,12/08/21,19:38:00,Ewallet,8,0.33
4006,WALM058,Port Arthur,Fashion accessories,$67,3,30/11/20,17:53:00,Ewallet,4,0.33
4007,WALM071,Lufkin,Home and lifestyle,$21,3,28/09/23,16:39:00,Ewallet,4,0.33
4008,WALM026,Denton,Fashion accessories,$23,1,16/08/22,17:25:00,Ewallet,9,0.48
4009,WALM100,Canyon,Home and lifestyle,$51,3,21/11/21,17:05:00,Ewallet,6,0.18
4010,WALM008,Corpus Christi,Fashion accessories,$68,1,29/12/22,19:57:00,Ewallet,4,0.48
4011,WALM026,Denton,Home and lifestyle,$45,2,10/10/23,19:41:00,Ewallet,4,0.48
4012,WALM094,Alamo,Fashion accessories,$81,2,09/11/21,16:19:00,Ewallet,6,0.33
4013,WALM039,Longview,Home and lifestyle,$45,3,15/09/21,16:04:00,Ewallet,4,0.48
4014,WALM024,Carrollton,Fashion accessories,$43,3,20/09/21,20:12:00,Ewallet,7,0.48
4015,WALM039,Longview,Home and lifestyle,$18,1,01/10/22,17:43:00,Ewallet,7,0.48
4016,WALM045,Missouri City,Fashion accessories,$54,3,01/11/23,15:33:00,Credit card,4,0.48
4017,WALM027,Abilene,Home and lifestyle,$56,3,27/08/23,19:25:00,Ewallet,5,0.48
4018,WALM061,Cedar Park,Fashion accessories,$44,1,20/11/21,19:55:00,Ewallet,7,0.33
4019,WALM008,Corpus Christi,Home and lifestyle,$66,2,03/11/20,15:29:00,Ewallet,7,0.48
4020,WALM076,Huntsville,Fashion accessories,$22,3,09/11/22,16:20:00,Ewallet,6,0.33
4021,WALM052,Mansfield,Home and lifestyle,$72,1,22/09/21,15:40:00,Ewallet,7,0.57
4022,WALM023,Midland,Fashion accessories,$50,1,06/10/21,19:28:00,Ewallet,6,0.48
4023,WALM097,Alice,Home and lifestyle,$68,1,10/09/20,17:52:00,Ewallet,7,0.18
4024,WALM006,El Paso,Fashion accessories,$19,1,27/12/21,15:30:00,Ewallet,9,0.48
4025,WALM088,Cleburne,Home and lifestyle,$71,1,23/12/20,15:31:00,Ewallet,9,0.33
4026,WALM051,New Braunfels,Fashion accessories,$19,3,18/10/21,20:33:00,Ewallet,5,0.57
4027,WALM034,College Station,Home and lifestyle,$38,1,19/12/20,20:27:00,Ewallet,5,0.48
4028,WALM083,Farmers Branch,Fashion accessories,$16,3,30/09/22,17:29:00,Ewallet,6,0.33
4029,WALM064,Bedford,Home and lifestyle,$25,3,27/08/21,17:40:00,Ewallet,5,0.33
4030,WALM077,Coppell,Fashion accessories,$33,1,19/09/22,16:51:00,Ewallet,7,0.33
4031,WALM030,Richardson,Home and lifestyle,$41,2,28/12/21,15:56:00,Ewallet,5,0.48
4032,WALM031,Lewisville,Fashion accessories,$41,2,19/11/22,16:32:00,Ewallet,8,0.48
4033,WALM039,Longview,Home and lifestyle,$63,2,06/08/20,16:00:00,Ewallet,4,0.48
4034,WALM026,Denton,Fashion accessories,$77,1,16/09/23,16:35:00,Ewallet,7,0.48
4035,WALM062,Galveston,Home and lifestyle,$64,2,20/11/20,20:57:00,Ewallet,9,0.33
4036,WALM007,Arlington,Fashion accessories,$84,2,09/09/21,18:53:00,Ewallet,9,0.48
4037,WALM002,Dallas,Home and lifestyle,$30,2,23/12/23,19:13:00,Ewallet,4,0.36
4038,WALM095,Big Spring,Fashion accessories,$44,3,19/11/20,19:41:00,Ewallet,4,0.33
4039,WALM022,Mesquite,Home and lifestyle,$59,3,07/09/23,18:45:00,Ewallet,8,0.48
4040,WALM085,Kerrville,Fashion accessories,$39,1,03/09/23,18:22:00,Ewallet,9,0.33
4041,WALM007,Arlington,Home and lifestyle,$24,2,18/12/22,18:08:00,Ewallet,8,0.48
4042,WALM037,League City,Fashion accessories,$74,3,01/08/22,16:52:00,Ewallet,8,0.48
4043,WALM036,Allen,Home and lifestyle,$61,2,05/11/20,17:35:00,Ewallet,8,0.48
4044,WALM024,Carrollton,Fashion accessories,$40,2,01/10/22,17:39:00,Ewallet,9,0.48
4045,WALM093,Angleton,Home and lifestyle,$73,3,13/10/22,15:52:00,Ewallet,9,0.33
4046,WALM090,Brownwood,Fashion accessories,$79,3,27/08/20,16:23:00,Ewallet,7,0.33
4047,WALM017,McKinney,Home and lifestyle,$75,1,01/08/22,15:13:00,Ewallet,4,0.48
4048,WALM015,Grand Prairie,Fashion accessories,$57,2,24/09/21,19:04:00,Ewallet,5,0.48
4049,WALM030,Richardson,Home and lifestyle,$25,2,06/10/20,17:40:00,Ewallet,4,0.48
4050,WALM072,Lancaster,Fashion accessories,$80,3,23/12/23,15:02:00,Ewallet,7,0.33
4051,WALM069,Rockwall,Home and lifestyle,$24,1,16/09/23,17:27:00,Ewallet,6,0.33
4052,WALM012,Garland,Fashion accessories,$28,1,13/09/20,20:04:00,Ewallet,9,0.48
4053,WALM052,Mansfield,Home and lifestyle,$79,2,01/12/20,18:16:00,Ewallet,9,0.57
4054,WALM080,Nacogdoches,Fashion accessories,$15,2,31/08/20,17:29:00,Ewallet,6,0.33
4055,WALM017,McKinney,Home and lifestyle,$24,3,27/08/22,16:34:00,Ewallet,4,0.48
4056,WALM036,Allen,Fashion accessories,$68,2,25/11/21,20:13:00,Ewallet,6,0.48
4057,WALM088,Cleburne,Home and lifestyle,$68,2,25/09/23,19:47:00,Ewallet,8,0.33
4058,WALM036,Allen,Fashion accessories,$67,1,05/09/21,17:56:00,Ewallet,7,0.48
4059,WALM062,Galveston,Home and lifestyle,$35,3,19/11/21,15:43:00,Ewallet,4,0.33
4060,WALM085,Kerrville,Fashion accessories,$23,1,01/12/20,20:01:00,Ewallet,8,0.33
4061,WALM077,Coppell,Home and lifestyle,$70,3,06/10/22,17:39:00,Ewallet,9,0.33
4062,WALM011,Lubbock,Fashion accessories,$20,1,17/10/22,18:41:00,Ewallet,8,0.48
4063,WALM068,Burleson,Home and lifestyle,$29,1,22/10/20,19:43:00,Ewallet,6,0.33
4064,WALM093,Angleton,Fashion accessories,$44,2,11/09/20,15:03:00,Ewallet,6,0.33
4065,WALM041,Mission,Home and lifestyle,$24,1,21/09/22,19:12:00,Ewallet,4,0.48
4066,WALM041,Mission,Fashion accessories,$36,3,01/08/20,18:58:00,Ewallet,9,0.48
4067,WALM024,Carrollton,Home and lifestyle,$76,1,01/10/20,15:10:00,Ewallet,9,0.48
4068,WALM034,College Station,Fashion accessories,$31,1,12/08/21,21:00:00,Ewallet,8,0.48
4069,WALM019,Pasadena,Home and lifestyle,$75,1,10/12/21,20:13:00,Ewallet,6,0.48
4070,WALM007,Arlington,Fashion accessories,$53,3,23/09/23,17:54:00,Ewallet,6,0.48
4071,WALM096,Eagle Pass,Home and lifestyle,$78,2,05/11/22,20:46:00,Ewallet,6,0.18
4072,WALM095,Big Spring,Fashion accessories,$61,3,14/11/23,17:49:00,Ewallet,6,0.33
4073,WALM030,Richardson,Home and lifestyle,$80,1,20/09/21,17:31:00,Ewallet,4,0.48
4074,WALM045,Missouri City,Fashion accessories,$47,1,26/08/20,19:00:00,Credit card,4,0.48
4075,WALM017,McKinney,Home and lifestyle,$56,3,22/09/21,15:57:00,Ewallet,6,0.48
4076,WALM072,Lancaster,Fashion accessories,$77,1,06/11/21,20:12:00,Ewallet,4,0.33
4077,WALM034,College Station,Home and lifestyle,$50,3,08/10/23,19:47:00,Ewallet,7,0.48
4078,WALM088,Cleburne,Fashion accessories,$41,1,10/09/21,20:29:00,Ewallet,7,0.33
4079,WALM010,Laredo,Home and lifestyle,$79,3,02/09/20,15:01:00,Ewallet,5,0.48
4080,WALM083,Farmers Branch,Fashion accessories,$53,2,15/11/23,17:23:00,Ewallet,9,0.33
4081,WALM015,Grand Prairie,Home and lifestyle,$20,3,28/10/20,17:07:00,Ewallet,6,0.48
4082,WALM017,McKinney,Fashion accessories,$63,3,16/08/22,15:23:00,Ewallet,4,0.48
4083,WALM062,Galveston,Home and lifestyle,$67,3,18/11/21,15:20:00,Ewallet,9,0.33
4084,WALM076,Huntsville,Fashion accessories,$50,1,16/09/23,19:52:00,Ewallet,8,0.33
4085,WALM078,Del Rio,Home and lifestyle,$58,1,26/12/23,18:13:00,Ewallet,6,0.33
4086,WALM044,Pharr,Fashion accessories,$55,3,17/12/20,16:11:00,Ewallet,5,0.48
4087,WALM094,Alamo,Home and lifestyle,$82,2,17/12/22,15:47:00,Ewallet,7,0.33
4088,WALM008,Corpus Christi,Fashion accessories,$58,2,13/08/21,15:40:00,Ewallet,5,0.48
4089,WALM044,Pharr,Home and lifestyle,$74,1,19/09/21,19:53:00,Ewallet,4,0.48
4090,WALM078,Del Rio,Fashion accessories,$78,2,14/10/21,15:31:00,Ewallet,8,0.33
4091,WALM049,North Richland Hills,Home and lifestyle,$49,1,13/09/23,20:31:00,Ewallet,7,0.48
4092,WALM005,Fort Worth,Fashion accessories,$80,1,06/12/22,17:48:00,Ewallet,7,0.48
4093,WALM058,Port Arthur,Home and lifestyle,$17,1,31/10/21,20:21:00,Ewallet,4,0.33
4094,WALM022,Mesquite,Fashion accessories,$73,2,30/10/22,15:59:00,Ewallet,9,0.48
4095,WALM078,Del Rio,Home and lifestyle,$61,2,21/09/22,18:21:00,Ewallet,6,0.33
4096,WALM053,Conroe,Fashion accessories,$48,3,21/10/21,19:23:00,Ewallet,7,0.21
4097,WALM037,League City,Home and lifestyle,$38,1,03/12/23,15:10:00,Ewallet,6,0.48
4098,WALM076,Huntsville,Fashion accessories,$85,3,26/12/20,16:01:00,Ewallet,9,0.33
4099,WALM028,Odessa,Home and lifestyle,$53,1,05/11/21,17:56:00,Ewallet,4,0.48
4100,WALM007,Arlington,Fashion accessories,$58,3,30/11/23,19:58:00,Ewallet,5,0.48
4101,WALM060,DeSoto,Home and lifestyle,$43,3,27/10/21,20:28:00,Ewallet,8,0.33
4102,WALM048,Harlingen,Fashion accessories,$33,2,04/08/23,16:06:00,Ewallet,6,0.48
4103,WALM039,Longview,Home and lifestyle,$84,3,08/12/23,18:38:00,Ewallet,7,0.48
4104,WALM059,Pflugerville,Fashion accessories,$34,2,09/10/21,16:20:00,Ewallet,5,0.33
4105,WALM059,Pflugerville,Home and lifestyle,$15,2,22/08/22,16:02:00,Ewallet,9,0.33
4106,WALM044,Pharr,Fashion accessories,$43,3,16/11/22,18:58:00,Ewallet,5,0.48
4107,WALM092,Lake Jackson,Home and lifestyle,$70,2,31/12/22,16:18:00,Ewallet,5,0.33
4108,WALM023,Midland,Fashion accessories,$67,3,09/08/23,16:26:00,Ewallet,9,0.48
4109,WALM013,Irving,Home and lifestyle,$82,1,06/11/21,20:33:00,Ewallet,4,0.48
4110,WALM001,Houston,Fashion accessories,$17,1,03/12/20,20:33:00,Ewallet,5,0.36
4111,WALM060,DeSoto,Home and lifestyle,$43,1,16/08/22,19:38:00,Ewallet,9,0.33
4112,WALM005,Fort Worth,Fashion accessories,$76,1,30/08/23,19:30:00,Ewallet,7,0.48
4113,WALM015,Grand Prairie,Home and lifestyle,$30,2,01/08/21,20:07:00,Ewallet,6,0.48
4114,WALM031,Lewisville,Fashion accessories,$78,2,19/10/20,15:51:00,Ewallet,7,0.48
4115,WALM079,La Porte,Home and lifestyle,$66,2,22/10/23,16:04:00,Ewallet,9,0.33
4116,WALM043,Baytown,Fashion accessories,$59,3,13/08/20,17:05:00,Ewallet,4,0.48
4117,WALM024,Carrollton,Home and lifestyle,$61,2,01/10/21,16:11:00,Ewallet,9,0.48
4118,WALM064,Bedford,Fashion accessories,$29,2,21/11/22,18:07:00,Ewallet,5,0.33
4119,WALM063,Georgetown,Home and lifestyle,$27,1,29/12/23,15:27:00,Ewallet,8,0.33
4120,WALM085,Kerrville,Fashion accessories,$84,3,19/11/23,18:43:00,Ewallet,8,0.33
4121,WALM007,Arlington,Home and lifestyle,$36,2,07/12/22,18:31:00,Ewallet,8,0.48
4122,WALM044,Pharr,Fashion accessories,$15,1,08/11/20,15:38:00,Ewallet,5,0.48
4123,WALM033,Pearland,Home and lifestyle,$41,3,04/10/23,16:21:00,Ewallet,7,0.48
4124,WALM057,Euless,Fashion accessories,$51,3,08/12/21,19:20:00,Ewallet,4,0.33
4125,WALM094,Alamo,Home and lifestyle,$22,2,20/12/21,17:36:00,Ewallet,6,0.33
4126,WALM077,Coppell,Fashion accessories,$41,1,08/12/23,19:46:00,Ewallet,8,0.33
4127,WALM012,Garland,Home and lifestyle,$77,3,20/12/22,17:47:00,Ewallet,4,0.48
4128,WALM021,McAllen,Fashion accessories,$37,2,19/09/22,20:18:00,Ewallet,4,0.48
4129,WALM037,League City,Home and lifestyle,$71,1,03/08/23,17:14:00,Ewallet,9,0.48
4130,WALM007,Arlington,Fashion accessories,$44,3,01/12/21,20:55:00,Ewallet,7,0.48
4131,WALM064,Bedford,Home and lifestyle,$70,2,08/11/23,15:05:00,Ewallet,5,0.33
4132,WALM026,Denton,Fashion accessories,$53,1,28/11/21,17:04:00,Ewallet,5,0.48
4133,WALM076,Huntsville,Home and lifestyle,$20,1,25/12/23,16:43:00,Ewallet,9,0.33
4134,WALM030,Richardson,Fashion accessories,$71,2,01/09/21,18:06:00,Ewallet,4,0.48
4135,WALM092,Lake Jackson,Home and lifestyle,$69,1,14/09/23,20:12:00,Ewallet,4,0.33
4136,WALM060,DeSoto,Fashion accessories,$26,3,09/11/22,20:23:00,Ewallet,4,0.33
4137,WALM012,Garland,Home and lifestyle,$42,2,03/08/23,19:34:00,Ewallet,8,0.48
4138,WALM021,McAllen,Fashion accessories,$58,3,16/08/23,18:37:00,Ewallet,7,0.48
4139,WALM027,Abilene,Home and lifestyle,$40,2,05/09/21,18:50:00,Ewallet,5,0.48
4140,WALM072,Lancaster,Fashion accessories,$42,1,28/08/20,16:54:00,Ewallet,7,0.33
4141,WALM008,Corpus Christi,Home and lifestyle,$85,3,15/10/21,20:47:00,Ewallet,5,0.48
4142,WALM078,Del Rio,Fashion accessories,$61,2,25/12/21,18:57:00,Ewallet,5,0.33
4143,WALM062,Galveston,Home and lifestyle,$83,2,06/09/22,18:57:00,Ewallet,4,0.33
4144,WALM021,McAllen,Fashion accessories,$15,1,07/09/22,20:22:00,Ewallet,6,0.48
4145,WALM024,Carrollton,Home and lifestyle,$33,1,07/11/22,15:26:00,Ewallet,4,0.48
4146,WALM034,College Station,Fashion accessories,$80,3,06/08/23,15:05:00,Ewallet,6,0.48
4147,WALM034,College Station,Home and lifestyle,$28,3,30/11/22,17:23:00,Ewallet,5,0.48
4148,WALM001,Houston,Fashion accessories,$54,3,11/11/21,18:08:00,Ewallet,8,0.36
4149,WALM096,Eagle Pass,Home and lifestyle,$43,2,09/12/23,16:31:00,Ewallet,5,0.18
4150,WALM063,Georgetown,Fashion accessories,$47,3,05/12/22,20:21:00,Ewallet,5,0.33
4151,WALM013,Irving,Home and lifestyle,$77,1,14/10/23,18:41:00,Ewallet,7,0.48
4152,WALM033,Pearland,Fashion accessories,$54,3,29/10/20,18:54:00,Ewallet,5,0.48
4153,WALM022,Mesquite,Home and lifestyle,$82,1,04/08/23,17:15:00,Ewallet,4,0.48
4154,WALM017,McKinney,Fashion accessories,$67,3,16/08/20,20:09:00,Ewallet,6,0.48
4155,WALM080,Nacogdoches,Home and lifestyle,$38,3,29/12/20,16:41:00,Ewallet,8,0.33
4156,WALM097,Alice,Fashion accessories,$50,2,17/08/21,17:34:00,Ewallet,5,0.18
4157,WALM093,Angleton,Home and lifestyle,$18,2,23/10/23,20:34:00,Ewallet,4,0.33
4158,WALM094,Alamo,Fashion accessories,$77,2,05/08/20,16:48:00,Ewallet,6,0.33
4159,WALM014,Amarillo,Home and lifestyle,$67,1,05/09/21,15:20:00,Ewallet,7,0.48
4160,WALM048,Harlingen,Fashion accessories,$63,2,13/08/23,15:43:00,Ewallet,7,0.48
4161,WALM083,Farmers Branch,Home and lifestyle,$59,3,08/12/21,16:29:00,Ewallet,6,0.33
4162,WALM016,Brownsville,Fashion accessories,$55,1,09/10/21,17:02:00,Ewallet,5,0.48
4163,WALM090,Brownwood,Home and lifestyle,$56,3,17/10/21,19:08:00,Ewallet,7,0.33
4164,WALM006,El Paso,Fashion accessories,$33,2,23/09/22,19:43:00,Ewallet,9,0.48
4165,WALM070,Hurst,Home and lifestyle,$47,2,20/12/21,17:33:00,Ewallet,5,0.33
4166,WALM027,Abilene,Fashion accessories,$15,3,23/12/23,16:17:00,Ewallet,7,0.48
4167,WALM064,Bedford,Home and lifestyle,$58,2,25/10/22,18:39:00,Ewallet,5,0.33
4168,WALM024,Carrollton,Fashion accessories,$16,3,15/11/23,19:55:00,Ewallet,6,0.48
4169,WALM006,El Paso,Home and lifestyle,$26,3,07/10/21,18:20:00,Ewallet,5,0.48
4170,WALM007,Arlington,Fashion accessories,$53,1,28/12/20,19:28:00,Ewallet,4,0.48
4171,WALM060,DeSoto,Home and lifestyle,$29,1,10/10/23,18:11:00,Ewallet,9,0.33
4172,WALM007,Arlington,Fashion accessories,$75,3,08/10/23,15:42:00,Ewallet,6,0.48
4173,WALM058,Port Arthur,Home and lifestyle,$64,2,27/09/22,16:05:00,Ewallet,4,0.33
4174,WALM026,Denton,Fashion accessories,$55,1,26/09/21,17:41:00,Ewallet,4,0.48
4175,WALM039,Longview,Home and lifestyle,$31,1,18/09/21,17:43:00,Ewallet,7,0.48
4176,WALM011,Lubbock,Fashion accessories,$42,1,23/10/23,15:05:00,Ewallet,5,0.48
4177,WALM090,Brownwood,Home and lifestyle,$18,1,20/11/20,19:31:00,Ewallet,9,0.33
4178,WALM001,Houston,Fashion accessories,$51,2,03/08/20,16:50:00,Ewallet,4,0.36
4179,WALM077,Coppell,Home and lifestyle,$25,2,11/09/20,17:04:00,Ewallet,6,0.33
4180,WALM045,Missouri City,Fashion accessories,$50,3,23/10/22,15:26:00,Credit card,6,0.48
4181,WALM040,Edinburg,Home and lifestyle,$21,3,24/12/21,18:53:00,Ewallet,8,0.48
4182,WALM094,Alamo,Fashion accessories,$16,3,20/08/21,17:01:00,Ewallet,8,0.33
4183,WALM012,Garland,Home and lifestyle,$70,2,05/09/21,17:24:00,Ewallet,6,0.48
4184,WALM043,Baytown,Fashion accessories,$71,3,11/08/21,16:41:00,Ewallet,8,0.48
4185,WALM045,Missouri City,Home and lifestyle,$51,2,06/09/21,20:38:00,Credit card,4,0.48
4186,WALM027,Abilene,Fashion accessories,$52,3,16/08/21,16:22:00,Ewallet,5,0.48
4187,WALM067,Haltom City,Home and lifestyle,$65,3,27/08/20,16:25:00,Ewallet,9,0.33
4188,WALM047,Flower Mound,Fashion accessories,$56,3,01/10/21,17:48:00,Ewallet,8,0.48
4189,WALM079,La Porte,Home and lifestyle,$60,1,25/09/23,15:36:00,Ewallet,7,0.33
4190,WALM080,Nacogdoches,Fashion accessories,$85,1,10/11/21,19:02:00,Ewallet,6,0.33
4191,WALM064,Bedford,Home and lifestyle,$42,1,27/12/23,20:56:00,Ewallet,9,0.33
4192,WALM036,Allen,Fashion accessories,$40,3,16/11/23,15:18:00,Ewallet,5,0.48
4193,WALM049,North Richland Hills,Home and lifestyle,$73,2,17/12/23,20:47:00,Ewallet,9,0.48
4194,WALM080,Nacogdoches,Fashion accessories,$58,2,15/12/23,17:51:00,Ewallet,9,0.33
4195,WALM098,Mineral Wells,Home and lifestyle,$38,2,29/08/20,17:56:00,Ewallet,9,0.18
4196,WALM061,Cedar Park,Fashion accessories,$83,2,06/10/21,18:15:00,Ewallet,4,0.33
4197,WALM031,Lewisville,Home and lifestyle,$25,2,28/11/23,15:30:00,Ewallet,9,0.48
4198,WALM010,Laredo,Fashion accessories,$53,2,11/12/22,18:56:00,Ewallet,6,0.48
4199,WALM001,Houston,Home and lifestyle,$78,2,15/09/20,17:54:00,Ewallet,9,0.36
4200,WALM030,Richardson,Fashion accessories,$48,3,16/12/22,18:27:00,Ewallet,4,0.48
4201,WALM062,Galveston,Home and lifestyle,$70,3,18/08/22,15:11:00,Ewallet,4,0.33
4202,WALM064,Bedford,Fashion accessories,$56,3,25/10/21,17:17:00,Ewallet,5,0.33
4203,WALM012,Garland,Home and lifestyle,$83,3,10/08/23,18:40:00,Ewallet,4,0.48
4204,WALM067,Haltom City,Fashion accessories,$68,3,23/08/22,19:28:00,Ewallet,5,0.33
4205,WALM039,Longview,Home and lifestyle,$52,3,04/11/21,19:05:00,Ewallet,7,0.48
4206,WALM031,Lewisville,Fashion accessories,$18,1,24/10/21,20:36:00,Ewallet,6,0.48
4207,WALM011,Lubbock,Home and lifestyle,$66,2,20/12/22,15:55:00,Ewallet,6,0.48
4208,WALM095,Big Spring,Fashion accessories,$16,1,20/10/20,20:37:00,Ewallet,7,0.33
4209,WALM092,Lake Jackson,Home and lifestyle,$26,1,10/10/21,16:52:00,Ewallet,9,0.33
4210,WALM076,Huntsville,Fashion accessories,$16,3,31/10/22,20:45:00,Ewallet,6,0.33
4211,WALM040,Edinburg,Home and lifestyle,$80,3,10/12/20,16:36:00,Ewallet,5,0.48
4212,WALM031,Lewisville,Fashion accessories,$24,2,28/08/22,20:05:00,Ewallet,8,0.48
4213,WALM014,Amarillo,Home and lifestyle,$58,1,02/09/23,18:50:00,Ewallet,9,0.48
4214,WALM060,DeSoto,Fashion accessories,$52,2,03/11/21,19:31:00,Ewallet,7,0.33
4215,WALM028,Odessa,Home and lifestyle,$15,2,06/08/23,15:39:00,Ewallet,5,0.48
4216,WALM006,El Paso,Fashion accessories,$84,2,05/11/21,19:09:00,Ewallet,8,0.48
4217,WALM048,Harlingen,Home and lifestyle,$74,1,01/10/20,15:07:00,Ewallet,4,0.48
4218,WALM033,Pearland,Fashion accessories,$44,3,17/08/21,18:53:00,Ewallet,9,0.48
4219,WALM057,Euless,Home and lifestyle,$48,1,27/12/21,17:10:00,Ewallet,5,0.33
4220,WALM006,El Paso,Fashion accessories,$45,1,06/11/22,20:10:00,Ewallet,8,0.48
4221,WALM047,Flower Mound,Home and lifestyle,$49,1,23/09/20,19:30:00,Ewallet,6,0.48
4222,WALM059,Pflugerville,Fashion accessories,$60,2,06/12/21,17:06:00,Ewallet,8,0.33
4223,WALM095,Big Spring,Home and lifestyle,$53,3,04/10/21,20:56:00,Ewallet,7,0.33
4224,WALM051,New Braunfels,Fashion accessories,$71,2,17/10/20,17:18:00,Ewallet,5,0.57
4225,WALM092,Lake Jackson,Home and lifestyle,$78,1,07/10/21,18:26:00,Ewallet,6,0.33
4226,WALM090,Brownwood,Fashion accessories,$34,3,12/08/20,19:49:00,Ewallet,9,0.33
4227,WALM059,Pflugerville,Home and lifestyle,$43,2,14/11/23,15:14:00,Ewallet,5,0.33
4228,WALM048,Harlingen,Fashion accessories,$22,2,24/09/23,20:08:00,Ewallet,8,0.48
4229,WALM017,McKinney,Home and lifestyle,$69,3,13/11/21,19:48:00,Ewallet,5,0.48
4230,WALM069,Rockwall,Fashion accessories,$33,3,05/11/23,19:12:00,Ewallet,8,0.33
4231,WALM030,Richardson,Home and lifestyle,$56,3,17/10/20,18:14:00,Ewallet,7,0.48
4232,WALM017,McKinney,Fashion accessories,$82,3,14/12/23,16:46:00,Ewallet,7,0.48
4233,WALM030,Richardson,Home and lifestyle,$21,1,29/09/23,15:45:00,Ewallet,8,0.48
4234,WALM095,Big Spring,Fashion accessories,$66,3,23/08/22,20:39:00,Ewallet,9,0.33
4235,WALM037,League City,Home and lifestyle,$28,1,29/11/23,20:51:00,Ewallet,6,0.48
4236,WALM092,Lake Jackson,Fashion accessories,$37,3,04/09/23,16:24:00,Ewallet,8,0.33
4237,WALM085,Kerrville,Home and lifestyle,$67,1,15/09/22,15:06:00,Ewallet,7,0.33
4238,WALM051,New Braunfels,Fashion accessories,$57,3,01/08/22,16:15:00,Ewallet,8,0.57
4239,WALM045,Missouri City,Home and lifestyle,$37,1,11/11/22,16:09:00,Credit card,8,0.48
4240,WALM027,Abilene,Fashion accessories,$67,3,01/12/23,17:15:00,Ewallet,5,0.48
4241,WALM011,Lubbock,Home and lifestyle,$28,3,24/08/21,20:08:00,Ewallet,9,0.48
4242,WALM097,Alice,Fashion accessories,$72,1,22/11/20,16:47:00,Ewallet,5,0.18
4243,WALM061,Cedar Park,Home and lifestyle,$16,3,14/08/22,20:02:00,Ewallet,7,0.33
4244,WALM002,Dallas,Fashion accessories,$48,2,30/09/21,19:57:00,Ewallet,5,0.36
4245,WALM067,Haltom City,Home and lifestyle,$78,3,20/12/20,15:23:00,Ewallet,4,0.33
4246,WALM027,Abilene,Fashion accessories,$41,1,20/09/22,17:17:00,Ewallet,5,0.48
