invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total
5497,WALM067,Haltom City,Home and lifestyle,44.0,3.0,05/11/23,18:03:00,Credit card,4.0,0.33,132.0
5498,WALM047,Flower Mound,Fashion accessories,85.0,2.0,17/11/23,19:31:00,Credit card,7.0,0.48,170.0
5499,WALM058,Port Arthur,Home and lifestyle,46.0,2.0,09/11/20,17:49:00,Credit card,7.0,0.33,92.0
5500,WALM088,Cleburne,Fashion accessories,41.0,1.0,01/12/22,19:50:00,Credit card,7.0,0.33,41.0
5501,WALM066,Grapevine,Home and lifestyle,73.0,1.0,30/11/20,20:48:00,Credit card,3.0,0.33,73.0
5502,WALM051,New Braunfels,Fashion accessories,59.0,3.0,29/11/21,20:56:00,Credit card,6.0,0.57,177.0
5503,WALM091,Little Elm,Home and lifestyle,45.0,2.0,20/12/22,20:24:00,Credit card,4.0,0.33,90.0
5504,WALM048,Harlingen,Fashion accessories,37.0,1.0,16/11/20,18:15:00,Credit card,4.0,0.48,37.0
5505,WALM041,Mission,Home and lifestyle,23.0,2.0,20/12/22,20:39:00,Ewallet,5.0,0.48,46.0
5506,WALM036,Allen,Fashion accessories,53.0,1.0,12/11/22,18:49:00,Credit card,4.0,0.48,53.0
5507,WALM048,Harlingen,Home and lifestyle,81.0,1.0,19/12/21,20:45:00,Credit card,5.0,0.48,81.0
5508,WALM034,College Station,Fashion accessories,59.0,2.0,03/11/22,16:24:00,Credit card,5.0,0.48,118.0
5509,WALM061,Cedar Park,Home and lifestyle,17.0,2.0,30/11/22,16:32:00,Credit card,6.0,0.33,34.0
5510,WALM026,Denton,Fashion accessories,55.0,1.0,01/12/23,19:26:00,Credit card,6.0,0.48,55.0
5511,WALM014,Amarillo,Home and lifestyle,29.0,1.0,07/12/20,18:57:00,Credit card,6.0,0.48,29.0
5512,WALM088,Cleburne,Fashion accessories,60.0,1.0,10/12/21,17:20:00,Credit card,3.0,0.33,60.0
5513,WALM014,Amarillo,Home and lifestyle,15.0,2.0,25/12/23,19:05:00,Credit card,6.0,0.48,30.0
5514,WALM036,Allen,Fashion accessories,64.0,3.0,16/11/23,16:53:00,Credit card,7.0,0.48,192.0
5515,WALM083,Farmers Branch,Home and lifestyle,56.0,2.0,15/11/21,15:43:00,Credit card,7.0,0.33,112.0
5516,WALM040,Edinburg,Fashion accessories,30.0,3.0,10/12/22,19:59:00,Credit card,6.0,0.48,90.0
5517,WALM040,Edinburg,Home and lifestyle,78.0,2.0,06/11/23,18:16:00,Credit card,5.0,0.48,156.0
5518,WALM071,Lufkin,Fashion accessories,62.0,2.0,14/11/20,17:56:00,Credit card,4.0,0.33,124.0
5519,WALM095,Big Spring,Home and lifestyle,30.0,3.0,15/12/21,16:57:00,Credit card,4.0,0.33,90.0
5520,WALM098,Mineral Wells,Fashion accessories,15.0,2.0,24/11/22,17:36:00,Credit card,3.0,0.18,30.0
5521,WALM021,McAllen,Home and lifestyle,39.0,3.0,16/12/21,17:04:00,Credit card,4.0,0.48,117.0
5522,WALM067,Haltom City,Fashion accessories,71.0,3.0,05/11/22,18:34:00,Credit card,7.0,0.33,213.0
5523,WALM048,Harlingen,Home and lifestyle,46.0,3.0,16/11/20,15:28:00,Credit card,7.0,0.48,138.0
5524,WALM098,Mineral Wells,Fashion accessories,75.0,2.0,31/12/22,20:39:00,Credit card,3.0,0.18,150.0
5525,WALM097,Alice,Home and lifestyle,82.0,3.0,27/11/20,19:36:00,Credit card,7.0,0.18,246.0
5526,WALM018,Frisco,Fashion accessories,84.0,1.0,14/12/21,17:36:00,Credit card,5.0,0.48,84.0
5527,WALM048,Harlingen,Home and lifestyle,38.0,2.0,01/12/23,15:09:00,Credit card,7.0,0.48,76.0
5528,WALM010,Laredo,Fashion accessories,84.0,3.0,26/11/20,16:58:00,Credit card,4.0,0.48,252.0
5529,WALM053,Conroe,Home and lifestyle,67.0,3.0,31/12/21,19:41:00,Credit card,3.0,0.57,201.0
5530,WALM004,Austin,Fashion accessories,22.0,3.0,27/12/20,20:59:00,Credit card,7.0,0.48,66.0
5531,WALM045,Missouri City,Home and lifestyle,20.0,1.0,16/11/20,16:40:00,Credit card,7.0,0.48,20.0
5532,WALM067,Haltom City,Fashion accessories,53.0,3.0,09/11/20,16:14:00,Credit card,5.0,0.33,159.0
5533,WALM061,Cedar Park,Home and lifestyle,44.0,3.0,19/12/23,20:39:00,Credit card,3.0,0.33,132.0
5534,WALM052,Mansfield,Fashion accessories,42.0,3.0,22/11/20,20:13:00,Credit card,3.0,0.57,126.0
5535,WALM042,Bryan,Home and lifestyle,28.0,3.0,03/12/21,16:19:00,Credit card,5.0,0.48,84.0
5536,WALM079,La Porte,Fashion accessories,72.0,3.0,09/11/20,17:02:00,Credit card,5.0,0.33,216.0
5537,WALM015,Grand Prairie,Home and lifestyle,22.0,2.0,21/11/21,15:18:00,Credit card,3.0,0.48,44.0
5538,WALM060,DeSoto,Fashion accessories,75.0,1.0,27/12/23,17:21:00,Credit card,5.0,0.33,75.0
5539,WALM076,Huntsville,Home and lifestyle,76.0,3.0,10/11/20,15:12:00,Credit card,6.0,0.33,228.0
5540,WALM072,Lancaster,Fashion accessories,30.0,1.0,15/12/23,17:35:00,Credit card,4.0,0.33,30.0
5541,WALM008,Corpus Christi,Home and lifestyle,85.0,3.0,17/11/21,16:38:00,Credit card,3.0,0.48,255.0
5542,WALM015,Grand Prairie,Fashion accessories,49.0,2.0,19/11/23,20:41:00,Credit card,7.0,0.48,98.0
5543,WALM036,Allen,Home and lifestyle,54.0,2.0,20/12/20,18:47:00,Credit card,5.0,0.48,108.0
5544,WALM072,Lancaster,Fashion accessories,48.0,3.0,22/12/21,20:27:00,Credit card,6.0,0.33,144.0
5545,WALM063,Georgetown,Home and lifestyle,48.0,1.0,20/11/21,15:49:00,Credit card,5.0,0.33,48.0
5546,WALM006,El Paso,Fashion accessories,85.0,2.0,29/12/23,17:12:00,Credit card,6.0,0.48,170.0
5547,WALM045,Missouri City,Home and lifestyle,68.0,2.0,17/12/22,16:03:00,Credit card,3.0,0.48,136.0
5548,WALM062,Galveston,Fashion accessories,29.0,1.0,01/12/20,18:19:00,Credit card,6.0,0.33,29.0
5549,WALM049,North Richland Hills,Home and lifestyle,72.0,3.0,20/11/20,17:41:00,Credit card,4.0,0.48,216.0
5550,WALM039,Longview,Fashion accessories,44.0,1.0,08/12/22,15:57:00,Credit card,5.0,0.48,44.0
5551,WALM080,Nacogdoches,Home and lifestyle,47.0,1.0,25/11/21,16:04:00,Credit card,5.0,0.33,47.0
5552,WALM011,Lubbock,Fashion accessories,84.0,2.0,07/12/22,17:16:00,Credit card,3.0,0.48,168.0
5553,WALM090,Brownwood,Home and lifestyle,20.0,3.0,01/11/23,19:47:00,Credit card,7.0,0.33,60.0
5554,WALM047,Flower Mound,Fashion accessories,67.0,3.0,19/12/21,19:27:00,Credit card,4.0,0.48,201.0
5555,WALM067,Haltom City,Home and lifestyle,63.0,1.0,20/11/23,16:37:00,Credit card,5.0,0.33,63.0
5556,WALM015,Grand Prairie,Fashion accessories,35.0,1.0,22/11/22,16:15:00,Credit card,3.0,0.48,35.0
5557,WALM051,New Braunfels,Home and lifestyle,76.0,3.0,30/11/21,19:46:00,Credit card,6.0,0.48,228.0
5558,WALM094,Alamo,Fashion accessories,45.0,1.0,14/12/20,20:46:00,Credit card,3.0,0.33,45.0
5559,WALM018,Frisco,Home and lifestyle,34.0,2.0,03/12/22,18:49:00,Credit card,3.0,0.48,68.0
5560,WALM014,Amarillo,Fashion accessories,34.0,1.0,22/11/23,19:45:00,Credit card,3.0,0.48,34.0
5561,WALM014,Amarillo,Home and lifestyle,73.0,1.0,26/11/22,19:00:00,Credit card,5.0,0.48,73.0
5562,WALM021,McAllen,Fashion accessories,39.0,1.0,22/12/22,17:51:00,Credit card,3.0,0.48,39.0
5563,WALM037,League City,Home and lifestyle,43.0,3.0,01/11/21,18:44:00,Credit card,3.0,0.48,129.0
5564,WALM090,Brownwood,Fashion accessories,47.0,2.0,27/12/22,15:30:00,Credit card,5.0,0.33,94.0
5565,WALM049,North Richland Hills,Home and lifestyle,17.0,3.0,29/12/20,20:01:00,Credit card,7.0,0.48,51.0
5566,WALM002,Dallas,Fashion accessories,26.0,1.0,05/11/22,18:40:00,Credit card,4.0,0.36,26.0
5567,WALM027,Abilene,Home and lifestyle,16.0,1.0,11/12/20,18:16:00,Credit card,5.0,0.48,16.0
5568,WALM096,Eagle Pass,Fashion accessories,15.0,3.0,04/12/20,16:09:00,Credit card,3.0,0.18,45.0
5569,WALM095,Big Spring,Home and lifestyle,29.0,2.0,30/12/21,19:58:00,Credit card,6.0,0.33,58.0
5570,WALM063,Georgetown,Fashion accessories,40.0,2.0,02/11/22,19:28:00,Credit card,5.0,0.33,80.0
5571,WALM009,Plano,Home and lifestyle,60.0,3.0,31/12/23,15:48:00,Credit card,7.0,0.48,180.0
5572,WALM011,Lubbock,Fashion accessories,41.0,2.0,31/12/22,20:04:00,Credit card,6.0,0.48,82.0
5573,WALM090,Brownwood,Home and lifestyle,65.0,3.0,19/12/20,18:20:00,Credit card,7.0,0.33,195.0
5574,WALM001,Houston,Fashion accessories,16.0,1.0,25/12/20,18:58:00,Credit card,6.0,0.36,16.0
5575,WALM066,Grapevine,Home and lifestyle,31.0,3.0,17/12/21,16:47:00,Credit card,6.0,0.33,93.0
5576,WALM036,Allen,Fashion accessories,78.0,3.0,18/11/20,15:04:00,Credit card,3.0,0.48,234.0
5577,WALM079,La Porte,Home and lifestyle,15.0,3.0,15/12/23,16:05:00,Credit card,4.0,0.33,45.0
5578,WALM016,Brownsville,Fashion accessories,63.0,3.0,29/11/21,17:48:00,Credit card,5.0,0.48,189.0
5579,WALM041,Mission,Home and lifestyle,29.0,2.0,29/11/23,19:29:00,Ewallet,3.0,0.48,58.0
5580,WALM085,Kerrville,Fashion accessories,48.0,2.0,19/11/22,19:06:00,Credit card,6.0,0.33,96.0
5581,WALM008,Corpus Christi,Home and lifestyle,37.0,1.0,21/11/23,20:27:00,Credit card,3.0,0.48,37.0
5582,WALM020,Killeen,Fashion accessories,75.0,2.0,10/11/20,19:45:00,Credit card,5.0,0.48,150.0
5583,WALM022,Mesquite,Home and lifestyle,73.0,2.0,14/11/21,16:15:00,Credit card,3.0,0.48,146.0
5584,WALM019,Pasadena,Fashion accessories,41.0,3.0,01/11/20,17:32:00,Credit card,6.0,0.48,123.0
5585,WALM014,Amarillo,Home and lifestyle,41.0,1.0,05/12/22,16:29:00,Credit card,3.0,0.48,41.0
5586,WALM090,Brownwood,Fashion accessories,52.0,2.0,27/12/21,15:44:00,Credit card,5.0,0.33,104.0
5587,WALM068,Burleson,Home and lifestyle,68.0,2.0,06/12/21,16:28:00,Credit card,3.0,0.33,136.0
5588,WALM072,Lancaster,Fashion accessories,46.0,1.0,15/11/20,17:35:00,Credit card,4.0,0.33,46.0
5589,WALM070,Hurst,Home and lifestyle,79.0,3.0,27/11/20,15:24:00,Credit card,7.0,0.33,237.0
5590,WALM037,League City,Fashion accessories,19.0,1.0,27/12/22,20:53:00,Credit card,4.0,0.48,19.0
5591,WALM091,Little Elm,Home and lifestyle,62.0,2.0,18/11/20,17:27:00,Credit card,7.0,0.33,124.0
5592,WALM014,Amarillo,Fashion accessories,84.0,2.0,25/11/22,16:21:00,Credit card,3.0,0.48,168.0
5593,WALM044,Pharr,Home and lifestyle,22.0,1.0,02/11/21,15:24:00,Credit card,4.0,0.48,22.0
5594,WALM093,Angleton,Fashion accessories,41.0,3.0,05/12/22,16:45:00,Credit card,4.0,0.33,123.0
5595,WALM067,Haltom City,Home and lifestyle,57.0,3.0,23/12/23,15:50:00,Credit card,7.0,0.33,171.0
5596,WALM007,Arlington,Fashion accessories,48.0,1.0,30/12/22,20:30:00,Credit card,5.0,0.48,48.0
5597,WALM060,DeSoto,Home and lifestyle,39.0,3.0,06/12/20,19:42:00,Credit card,3.0,0.33,117.0
5598,WALM081,Friendswood,Fashion accessories,60.0,1.0,10/11/23,16:55:00,Credit card,3.0,0.33,60.0
5599,WALM091,Little Elm,Home and lifestyle,43.0,1.0,28/12/23,16:39:00,Credit card,3.0,0.33,43.0
5600,WALM060,DeSoto,Fashion accessories,76.0,2.0,19/12/23,17:25:00,Credit card,3.0,0.33,152.0
5601,WALM060,DeSoto,Home and lifestyle,81.0,3.0,06/11/22,15:22:00,Credit card,6.0,0.33,243.0
5602,WALM066,Grapevine,Fashion accessories,62.0,1.0,06/11/20,17:00:00,Credit card,5.0,0.33,62.0
5603,WALM022,Mesquite,Home and lifestyle,51.0,1.0,25/12/21,15:06:00,Credit card,3.0,0.48,51.0
5604,WALM062,Galveston,Fashion accessories,34.0,1.0,08/11/22,17:24:00,Credit card,5.0,0.33,34.0
5605,WALM033,Pearland,Home and lifestyle,39.0,3.0,06/12/23,20:45:00,Credit card,3.0,0.48,117.0
5606,WALM012,Garland,Fashion accessories,64.0,3.0,22/12/21,16:32:00,Credit card,7.0,0.48,192.0
5607,WALM093,Angleton,Home and lifestyle,82.0,1.0,27/11/21,20:18:00,Credit card,3.0,0.33,82.0
5608,WALM015,Grand Prairie,Fashion accessories,23.0,1.0,25/11/21,17:57:00,Credit card,5.0,0.48,23.0
5609,WALM062,Galveston,Home and lifestyle,75.0,2.0,01/12/21,19:54:00,Credit card,6.0,0.33,150.0
5610,WALM088,Cleburne,Fashion accessories,45.0,2.0,05/11/21,16:58:00,Credit card,7.0,0.33,90.0
5611,WALM096,Eagle Pass,Home and lifestyle,28.0,3.0,25/12/23,16:28:00,Credit card,6.0,0.18,84.0
5612,WALM022,Mesquite,Fashion accessories,77.0,3.0,07/11/23,19:56:00,Credit card,6.0,0.48,231.0
5613,WALM097,Alice,Home and lifestyle,28.0,1.0,11/12/21,19:17:00,Credit card,5.0,0.18,28.0
5614,WALM030,Richardson,Fashion accessories,29.0,2.0,05/11/23,19:20:00,Credit card,5.0,0.48,58.0
5615,WALM017,McKinney,Home and lifestyle,42.0,3.0,04/12/23,16:02:00,Credit card,3.0,0.48,126.0
5616,WALM015,Grand Prairie,Fashion accessories,62.0,1.0,09/11/22,18:57:00,Credit card,5.0,0.48,62.0
5617,WALM058,Port Arthur,Home and lifestyle,32.0,1.0,09/11/22,15:15:00,Credit card,5.0,0.33,32.0
5618,WALM060,DeSoto,Fashion accessories,82.0,1.0,08/12/22,18:24:00,Credit card,6.0,0.33,82.0
5619,WALM083,Farmers Branch,Home and lifestyle,41.0,2.0,28/12/21,15:06:00,Credit card,3.0,0.33,82.0
5620,WALM024,Carrollton,Fashion accessories,27.0,1.0,13/12/22,19:42:00,Credit card,7.0,0.48,27.0
5621,WALM024,Carrollton,Home and lifestyle,82.0,3.0,16/11/21,15:34:00,Credit card,4.0,0.48,246.0
5622,WALM077,Coppell,Fashion accessories,31.0,3.0,30/12/20,16:10:00,Credit card,3.0,0.33,93.0
5623,WALM004,Austin,Home and lifestyle,20.0,1.0,24/12/22,18:28:00,Credit card,7.0,0.48,20.0
5624,WALM010,Laredo,Fashion accessories,40.0,3.0,15/11/23,18:32:00,Credit card,7.0,0.48,120.0
5625,WALM019,Pasadena,Home and lifestyle,39.0,1.0,18/11/22,19:28:00,Credit card,7.0,0.48,39.0
5626,WALM091,Little Elm,Fashion accessories,59.0,3.0,06/12/21,18:17:00,Credit card,6.0,0.33,177.0
5627,WALM031,Lewisville,Home and lifestyle,49.0,1.0,31/12/23,17:12:00,Credit card,6.0,0.48,49.0
5628,WALM060,DeSoto,Fashion accessories,49.0,1.0,02/11/23,18:23:00,Credit card,7.0,0.33,49.0
5629,WALM021,McAllen,Home and lifestyle,40.0,3.0,04/11/22,17:44:00,Credit card,5.0,0.48,120.0
5630,WALM072,Lancaster,Fashion accessories,41.0,1.0,10/11/22,17:08:00,Credit card,5.0,0.33,41.0
5631,WALM100,Canyon,Home and lifestyle,62.0,2.0,31/12/21,17:06:00,Credit card,3.0,0.18,124.0
5632,WALM015,Grand Prairie,Fashion accessories,63.0,1.0,02/12/21,18:36:00,Credit card,4.0,0.48,63.0
5633,WALM094,Alamo,Home and lifestyle,76.0,2.0,04/12/23,20:49:00,Credit card,5.0,0.33,152.0
5634,WALM062,Galveston,Fashion accessories,82.0,2.0,25/12/21,19:43:00,Credit card,3.0,0.33,164.0
5635,WALM066,Grapevine,Home and lifestyle,30.0,2.0,30/11/23,15:40:00,Credit card,7.0,0.33,60.0
5636,WALM080,Nacogdoches,Fashion accessories,84.0,2.0,08/12/23,20:28:00,Credit card,3.0,0.33,168.0
5637,WALM022,Mesquite,Home and lifestyle,24.0,2.0,01/12/22,16:12:00,Credit card,7.0,0.48,48.0
5638,WALM016,Brownsville,Fashion accessories,74.0,1.0,25/11/21,16:21:00,Credit card,5.0,0.48,74.0
5639,WALM031,Lewisville,Home and lifestyle,36.0,3.0,02/11/21,19:12:00,Credit card,3.0,0.48,108.0
5640,WALM010,Laredo,Fashion accessories,46.0,3.0,14/11/22,20:48:00,Credit card,3.0,0.48,138.0
5641,WALM067,Haltom City,Home and lifestyle,30.0,3.0,10/11/20,20:57:00,Credit card,6.0,0.33,90.0
5642,WALM019,Pasadena,Fashion accessories,56.0,3.0,23/12/23,15:04:00,Credit card,6.0,0.48,168.0
5643,WALM011,Lubbock,Home and lifestyle,82.0,1.0,02/12/23,20:35:00,Credit card,4.0,0.48,82.0
5644,WALM052,Mansfield,Fashion accessories,61.0,1.0,20/11/22,20:52:00,Credit card,3.0,0.57,61.0
5645,WALM076,Huntsville,Home and lifestyle,52.0,3.0,21/11/22,20:24:00,Credit card,4.0,0.33,156.0
5646,WALM067,Haltom City,Fashion accessories,39.0,1.0,09/12/21,18:54:00,Credit card,6.0,0.33,39.0
5647,WALM045,Missouri City,Home and lifestyle,42.0,2.0,21/11/21,16:55:00,Credit card,4.0,0.48,84.0
5648,WALM091,Little Elm,Fashion accessories,45.0,3.0,01/12/21,18:55:00,Credit card,5.0,0.33,135.0
5649,WALM061,Cedar Park,Home and lifestyle,24.0,1.0,19/12/21,17:04:00,Credit card,4.0,0.33,24.0
5650,WALM090,Brownwood,Fashion accessories,58.0,1.0,17/12/22,17:25:00,Credit card,3.0,0.33,58.0
5651,WALM078,Del Rio,Home and lifestyle,58.0,1.0,02/12/21,18:29:00,Credit card,4.0,0.33,58.0
5652,WALM015,Grand Prairie,Fashion accessories,47.0,3.0,03/11/22,16:16:00,Credit card,7.0,0.48,141.0
5653,WALM047,Flower Mound,Home and lifestyle,62.0,2.0,22/11/20,16:06:00,Credit card,7.0,0.48,124.0
5654,WALM026,Denton,Fashion accessories,31.0,2.0,30/11/22,16:14:00,Credit card,5.0,0.48,62.0
5655,WALM057,Euless,Home and lifestyle,23.0,1.0,11/12/23,16:07:00,Credit card,6.0,0.33,23.0
5656,WALM100,Canyon,Fashion accessories,75.0,1.0,23/11/20,15:34:00,Credit card,3.0,0.18,75.0
5657,WALM020,Killeen,Home and lifestyle,66.0,2.0,04/12/22,17:55:00,Credit card,7.0,0.48,132.0
5658,WALM053,Conroe,Fashion accessories,72.0,3.0,25/12/22,17:56:00,Credit card,6.0,0.21,216.0
5659,WALM063,Georgetown,Home and lifestyle,55.0,2.0,13/12/20,15:14:00,Credit card,6.0,0.33,110.0
5660,WALM022,Mesquite,Fashion accessories,42.0,2.0,06/12/23,17:49:00,Credit card,5.0,0.48,84.0
5661,WALM006,El Paso,Home and lifestyle,64.0,2.0,29/12/23,16:17:00,Credit card,3.0,0.48,128.0
5662,WALM011,Lubbock,Fashion accessories,23.0,3.0,25/12/22,17:34:00,Credit card,7.0,0.48,69.0
5663,WALM020,Killeen,Home and lifestyle,58.0,1.0,05/11/21,17:31:00,Credit card,7.0,0.48,58.0
5664,WALM051,New Braunfels,Fashion accessories,68.0,1.0,20/11/22,17:35:00,Credit card,7.0,0.57,68.0
5665,WALM022,Mesquite,Home and lifestyle,66.0,2.0,16/11/20,16:54:00,Credit card,4.0,0.48,132.0
5666,WALM079,La Porte,Fashion accessories,52.0,3.0,12/12/21,16:11:00,Credit card,3.0,0.33,156.0
5667,WALM002,Dallas,Home and lifestyle,79.0,2.0,22/12/23,18:07:00,Credit card,3.0,0.36,158.0
5668,WALM077,Coppell,Fashion accessories,74.0,3.0,13/12/22,19:44:00,Credit card,7.0,0.33,222.0
5669,WALM090,Brownwood,Home and lifestyle,19.0,1.0,09/12/22,18:06:00,Credit card,6.0,0.33,19.0
5670,WALM066,Grapevine,Fashion accessories,70.0,2.0,29/11/20,19:25:00,Credit card,3.0,0.33,140.0
5671,WALM019,Pasadena,Home and lifestyle,40.0,3.0,11/11/21,19:15:00,Credit card,6.0,0.48,120.0
5672,WALM042,Bryan,Fashion accessories,41.0,2.0,09/11/22,20:24:00,Credit card,6.0,0.48,82.0
5673,WALM040,Edinburg,Home and lifestyle,60.0,2.0,15/12/22,19:51:00,Credit card,6.0,0.48,120.0
5674,WALM063,Georgetown,Fashion accessories,41.0,1.0,09/12/23,17:05:00,Credit card,3.0,0.33,41.0
5675,WALM093,Angleton,Home and lifestyle,79.0,1.0,29/12/22,17:51:00,Credit card,4.0,0.33,79.0
5676,WALM013,Irving,Fashion accessories,38.0,1.0,02/12/23,15:16:00,Credit card,6.0,0.48,38.0
5677,WALM098,Mineral Wells,Home and lifestyle,68.0,1.0,19/12/22,17:38:00,Credit card,3.0,0.18,68.0
5678,WALM045,Missouri City,Fashion accessories,23.0,2.0,05/12/20,19:06:00,Credit card,5.0,0.48,46.0
5679,WALM079,La Porte,Home and lifestyle,56.0,1.0,11/11/22,19:50:00,Credit card,4.0,0.33,56.0
5680,WALM021,McAllen,Fashion accessories,34.0,2.0,29/11/23,20:45:00,Credit card,3.0,0.48,68.0
5681,WALM067,Haltom City,Home and lifestyle,75.0,2.0,13/12/22,17:40:00,Credit card,3.0,0.33,150.0
5682,WALM047,Flower Mound,Fashion accessories,71.0,2.0,16/11/23,19:17:00,Credit card,7.0,0.48,142.0
5683,WALM070,Hurst,Home and lifestyle,36.0,1.0,14/12/20,19:55:00,Credit card,3.0,0.33,36.0
5684,WALM019,Pasadena,Fashion accessories,66.0,1.0,08/11/22,15:37:00,Credit card,4.0,0.48,66.0
5685,WALM011,Lubbock,Home and lifestyle,29.0,3.0,14/12/23,16:30:00,Credit card,4.0,0.48,87.0
5686,WALM097,Alice,Fashion accessories,37.0,2.0,26/12/21,16:42:00,Credit card,3.0,0.18,74.0
5687,WALM011,Lubbock,Home and lifestyle,28.0,1.0,20/12/23,15:02:00,Credit card,6.0,0.48,28.0
5688,WALM011,Lubbock,Fashion accessories,60.0,1.0,27/11/23,16:00:00,Credit card,4.0,0.48,60.0
5689,WALM079,La Porte,Home and lifestyle,85.0,2.0,16/11/21,18:12:00,Credit card,7.0,0.33,170.0
5690,WALM021,McAllen,Fashion accessories,81.0,2.0,12/11/23,17:12:00,Credit card,3.0,0.48,162.0
5691,WALM011,Lubbock,Home and lifestyle,61.0,1.0,01/11/20,20:49:00,Credit card,3.0,0.48,61.0
5692,WALM023,Midland,Fashion accessories,27.0,2.0,28/12/23,17:23:00,Credit card,4.0,0.48,54.0
5693,WALM090,Brownwood,Home and lifestyle,46.0,1.0,03/11/20,17:08:00,Credit card,4.0,0.33,46.0
5694,WALM023,Midland,Fashion accessories,81.0,3.0,06/11/23,18:57:00,Credit card,4.0,0.48,243.0
5695,WALM070,Hurst,Home and lifestyle,20.0,2.0,20/12/20,16:20:00,Credit card,6.0,0.33,40.0
5696,WALM058,Port Arthur,Fashion accessories,61.0,3.0,13/12/20,16:56:00,Credit card,3.0,0.33,183.0
5697,WALM080,Nacogdoches,Home and lifestyle,48.0,1.0,27/11/22,16:54:00,Credit card,7.0,0.33,48.0
5698,WALM081,Friendswood,Fashion accessories,39.0,2.0,14/11/21,16:41:00,Credit card,5.0,0.33,78.0
5699,WALM028,Odessa,Home and lifestyle,74.0,2.0,21/12/21,20:45:00,Credit card,3.0,0.48,148.0
5700,WALM052,Mansfield,Fashion accessories,59.0,3.0,29/12/21,19:40:00,Credit card,4.0,0.57,177.0
5701,WALM057,Euless,Home and lifestyle,16.0,3.0,15/12/21,20:00:00,Credit card,6.0,0.33,48.0
5702,WALM091,Little Elm,Fashion accessories,82.0,3.0,28/12/20,15:28:00,Credit card,6.0,0.33,246.0
5703,WALM037,League City,Home and lifestyle,56.0,3.0,20/11/22,18:35:00,Credit card,3.0,0.48,168.0
5704,WALM026,Denton,Fashion accessories,78.0,3.0,29/12/20,16:59:00,Credit card,3.0,0.48,234.0
5705,WALM100,Canyon,Home and lifestyle,77.0,1.0,23/12/21,20:31:00,Credit card,6.0,0.18,77.0
5706,WALM064,Bedford,Fashion accessories,18.0,1.0,28/12/20,18:39:00,Credit card,4.0,0.33,18.0
5707,WALM060,DeSoto,Home and lifestyle,69.0,1.0,17/11/23,15:34:00,Credit card,6.0,0.33,69.0
5708,WALM031,Lewisville,Fashion accessories,24.0,3.0,12/12/20,16:09:00,Credit card,7.0,0.48,72.0
5709,WALM076,Huntsville,Home and lifestyle,68.0,2.0,13/11/21,17:14:00,Credit card,5.0,0.33,136.0
5710,WALM019,Pasadena,Fashion accessories,83.0,2.0,22/11/22,16:21:00,Credit card,4.0,0.48,166.0
5711,WALM078,Del Rio,Home and lifestyle,44.0,3.0,25/12/20,15:36:00,Credit card,7.0,0.33,132.0
5712,WALM064,Bedford,Fashion accessories,33.0,2.0,10/11/20,16:02:00,Credit card,3.0,0.33,66.0
5713,WALM091,Little Elm,Home and lifestyle,47.0,1.0,17/12/20,18:23:00,Credit card,5.0,0.33,47.0
5714,WALM071,Lufkin,Fashion accessories,57.0,2.0,03/12/23,15:06:00,Credit card,5.0,0.33,114.0
5715,WALM052,Mansfield,Home and lifestyle,55.0,1.0,29/11/23,19:08:00,Credit card,4.0,0.57,55.0
5716,WALM052,Mansfield,Fashion accessories,43.0,2.0,08/11/23,18:58:00,Credit card,6.0,0.57,86.0
5717,WALM097,Alice,Home and lifestyle,41.0,2.0,25/12/22,16:06:00,Credit card,6.0,0.18,82.0
5718,WALM080,Nacogdoches,Fashion accessories,79.0,2.0,31/12/21,16:48:00,Credit card,3.0,0.33,158.0
5719,WALM064,Bedford,Home and lifestyle,17.0,2.0,02/11/22,19:12:00,Credit card,4.0,0.33,34.0
5720,WALM047,Flower Mound,Fashion accessories,57.0,1.0,20/11/22,15:44:00,Credit card,6.0,0.48,57.0
5721,WALM080,Nacogdoches,Home and lifestyle,70.0,3.0,27/11/22,18:27:00,Credit card,7.0,0.33,210.0
5722,WALM006,El Paso,Fashion accessories,21.0,3.0,22/12/22,16:27:00,Credit card,3.0,0.48,63.0
5723,WALM015,Grand Prairie,Home and lifestyle,29.0,1.0,29/12/22,17:41:00,Credit card,5.0,0.48,29.0
5724,WALM085,Kerrville,Fashion accessories,80.0,1.0,10/11/22,18:31:00,Credit card,3.0,0.33,80.0
5725,WALM058,Port Arthur,Home and lifestyle,15.0,3.0,23/11/23,18:01:00,Credit card,6.0,0.33,45.0
5726,WALM066,Grapevine,Fashion accessories,58.0,3.0,07/12/20,17:26:00,Credit card,7.0,0.33,174.0
5727,WALM015,Grand Prairie,Home and lifestyle,66.0,2.0,05/12/22,18:54:00,Credit card,5.0,0.48,132.0
5728,WALM045,Missouri City,Fashion accessories,15.0,2.0,06/11/21,17:14:00,Ewallet,5.0,0.48,30.0
5729,WALM016,Brownsville,Home and lifestyle,31.0,2.0,23/11/21,15:39:00,Credit card,5.0,0.48,62.0
5730,WALM097,Alice,Fashion accessories,15.0,3.0,11/11/22,17:29:00,Credit card,5.0,0.18,45.0
5731,WALM049,North Richland Hills,Home and lifestyle,69.0,1.0,05/12/21,20:41:00,Credit card,5.0,0.48,69.0
