Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating
LF,FDI44,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.100149459,16.1,78.4328,3.3
Low Fat,FDA36,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.005661669,5.985,186.5924,3.3
Low Fat,FDS47,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,0.128778474,16.75,89.1856,3.3
Low Fat,FDJ41,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.022864238,6.85,260.0594,3.3
Low Fat,FDN15,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.016720132,17.5,139.918,3.3
Low Fat,NCL31,Others,2000,OUT013,Tier 3,High,Supermarket Type1,0.120180894,7.39,141.447,3.3
Low Fat,NCN07,Others,2000,OUT013,Tier 3,High,Supermarket Type1,0.03391645,18.5,130.9284,3.3
Low Fat,FDL22,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.036359891,16.85,90.7488,3.3
Regular,FDX27,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.114022125,20.7,92.9436,3.3
Regular,FDE28,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0,9.5,231.3668,3.3
Regular,FDB56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.074565098,8.75,186.8556,3.3
Regular,FDM27,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.158337479,12.35,157.9946,3.3
low fat,FDQ21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.019407069,21.25,119.3756,3.3
reg,FDU21,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.07665661,11.8,32.3558,3.3
Low Fat,FDP23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035731825,6.71,218.3166,3.3
Low Fat,FDJ16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.115353642,9.195,58.9246,3.3
Low Fat,NCF31,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.052058629,9.13,150.6024,3.3
Low Fat,NCB55,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.161317495,15.7,57.5562,3.3
Low Fat,FDB10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0674819,10,234.859,3.3
Low Fat,FDY10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049267759,17.6,113.0176,3.3
Regular,FDZ25,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027729547,15.7,169.379,3.3
Regular,FDH53,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019277945,20.5,82.8592,3.3
Regular,FDO45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03810738,13.15,86.3856,3.3
Regular,FDC34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.173462841,16,157.6972,3.3
Regular,FDC59,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.054851438,16.7,64.4168,3.3
Low Fat,DRI03,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,,175.3028,3.3
Low Fat,FDZ40,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.039988162,,55.7298,3.3
Low Fat,NCZ17,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.079046992,,39.8506,3.3
Low Fat,NCZ53,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.024358634,,190.4214,3.3
Regular,FDI50,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.030693309,,228.0352,3.3
Regular,FDZ26,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.143319995,,237.5222,3.3
Regular,FDT27,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.069250192,,232.9616,3.3
Regular,FDW15,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.054846706,,147.3734,3.3
Low Fat,NCI17,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.143303291,8.645,96.341,3.2
Low Fat,FDA44,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.053523765,19.7,55.393,3.2
Low Fat,NCF42,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.167351411,17.35,176.0712,3.2
Regular,FDX35,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,0.079844043,5.035,226.3036,3.2
Low Fat,NCC43,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.093307713,7.39,250.9066,3.2
Low Fat,FDU25,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.026722744,12.35,59.2246,3.2
Low Fat,NCR18,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.020519478,15.85,42.5112,3.2
Low Fat,NCF30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.126440335,17,125.2362,3.2
Low Fat,DRF60,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.052149675,10.8,239.9564,3.2
Regular,FDJ38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.040268044,8.6,191.453,3.2
Regular,FDB29,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.052493162,16.7,113.9176,3.2
Regular,FDN34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045835395,15.6,168.2132,3.2
Regular,FDR22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.018591464,19.35,112.9544,3.2
Low Fat,FDV32,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.155316936,,64.151,3.2
Regular,FDA02,Dairy,1998,OUT019,Tier 1,Small,Grocery Store,0.052040539,,143.1786,3.2
Regular,FDS33,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.216107535,,86.8514,3.2
Low Fat,FDN57,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.054234197,18.25,142.0154,3.2
Regular,FDU15,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.026602089,13.65,35.1532,3.2
Low Fat,FDQ13,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.010663189,11.1,82.3908,3.2
Low Fat,NCQ05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.021649904,11.395,150.8708,3.2
Low Fat,DRI49,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.183879453,14.15,82.9276,3.2
Low Fat,FDF52,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0,9.3,182.9292,3.2
Low Fat,FDS43,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.040744057,11.65,185.924,3.2
Low Fat,NCP14,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.110913601,8.275,106.3306,3.2
Low Fat,FDG47,Starchy Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.070012633,12.8,262.8252,3.2
Regular,FDC16,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.020611526,11.5,84.954,3.2
Regular,FDM57,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.076002991,11.65,83.4908,3.2
Regular,FDA01,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.054685839,15,60.2904,3.2
Regular,FDG22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.041615224,17.6,37.219,3.2
Low Fat,FDP60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055908268,17.35,99.8016,3.2
Low Fat,FDX26,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.087791917,17.7,180.6292,3.2
Low Fat,FDT28,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.06355415,13.3,149.4708,3.2
Low Fat,DRM23,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.135707553,16.6,170.6422,3.2
Low Fat,FDK33,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.011233126,17.85,211.556,3.2
Regular,FDP44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.079698503,16.5,100.6332,3.2
Low Fat,FDU38,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.138171603,10.8,191.4504,3.2
Low Fat,FDU14,Dairy,2011,OUT010,Tier 3,Medium,Grocery Store,0.058168807,17.75,249.575,3.2
Low Fat,NCB18,Household,2011,OUT010,Tier 3,High,Grocery Store,0.069112952,19.6,90.1514,3.2
Low Fat,FDL33,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.167316771,7.235,197.5452,3.2
Regular,FDQ31,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.0901292,5.785,89.8856,3.2
LF,NCT17,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.041831008,10.8,186.6214,3.2
Low Fat,DRE27,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.132560174,11.85,97.2726,3.2
Low Fat,NCZ29,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.071312064,15,125.7362,3.2
Regular,FDB36,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.048486801,5.465,131.2626,3.2
low fat,FDU02,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.102426197,13.35,230.6352,3.2
Low Fat,NCW17,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019465205,18,128.6994,3.2
Low Fat,NCQ54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.012593467,17.7,167.6474,3.2
Regular,FDX32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.100265027,15.1,142.5786,3.2
Low Fat,FDW48,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.008499464,,81.3618,3.2
Low Fat,FDO23,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.14571827,,94.3436,3.2
Low Fat,FDY55,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,,255.7988,3.2
Regular,FDZ23,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.067175915,,187.124,3.2
Regular,FDB04,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.06292013,,88.9856,3.2
Regular,FDJ55,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.023417004,,223.8404,3.2
Regular,FDI10,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.07802465,,171.4422,3.2
Regular,FDQ28,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.060376776,14,154.5656,3.1
Low Fat,DRH03,Dairy,1998,OUT019,Tier 1,Small,Grocery Store,0.061393095,,91.812,3.1
Low Fat,DRK37,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.044004675,5,188.853,3.1
Regular,FDS58,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.020989132,9.285,158.6578,3.1
reg,FDS28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.082529704,8.18,56.9588,3.1
Low Fat,FDD50,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.141862435,18.85,171.0132,3.1
Low Fat,FDT31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.012467648,19.75,188.1872,3.1
Low Fat,NCK29,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.125964559,5.615,124.773,3.1
Low Fat,NCA41,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.032637373,16.75,191.6162,3.1
Low Fat,NCQ30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.029117482,7.725,123.0414,3.1
Low Fat,NCU42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.019536981,9,170.0474,3.1
Low Fat,NCN43,Others,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.006770252,12.15,124.473,3.1
Regular,FDY49,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.012030747,17.2,166.6184,3.1
Regular,FDJ44,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.106492562,12.3,176.3396,3.1
Regular,FDZ21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.03928284,17.6,94.641,3.1
Low Fat,NCV54,Household,1998,OUT019,Tier 1,Small,Grocery Store,0.057969482,,119.3124,3.1
Low Fat,FDZ33,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.188038372,,146.4076,3.1
Low Fat,FDY59,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.031403441,8.195,93.8462,3.1
Regular,FDM24,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.079327367,6.135,152.8366,3.1
Regular,FDH44,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.025872153,19.1,145.7418,3.1
LF,FDX50,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.074778547,20.1,110.7228,3.1
Low Fat,FDW47,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.046469277,15,123.8414,3.1
Low Fat,NCA29,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,0.027430696,10.5,171.1106,3.1
Low Fat,FDL43,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.027217468,10.1,76.067,3.1
Regular,FDE17,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.054763518,20.1,150.9366,3.1
Regular,FDF45,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.012273747,18.2,60.0904,3.1
reg,FDG14,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.05060313,9,150.9024,3.1
Low Fat,FDT40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0,5.985,125.2678,3.1
Low Fat,DRM47,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.043777415,9.3,192.9846,3.1
Low Fat,NCH29,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.034467286,5.51,96.7726,3.1
Low Fat,NCZ42,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.011285795,10.5,235.8248,3.1
Regular,FDC59,Starchy Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.054618573,16.7,65.5168,3.1
Low Fat,FDC26,Canned,2011,OUT010,Tier 3,Medium,Grocery Store,0.211539389,10.195,110.9886,3.1
Regular,FDD38,Canned,2011,OUT010,Tier 3,High,Grocery Store,0.013711274,16.75,100.2674,3.1
Low Fat,NCI43,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.025947095,19.85,46.9376,3.1
Low Fat,NCP53,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.033024328,14.75,236.6906,3.1
Low Fat,NCQ41,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019559746,14.8,193.7794,3.1
Low Fat,NCO54,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014332439,19.5,57.1614,3.1
Low Fat,FDQ46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.10423592,7.51,111.7544,3.1
Low Fat,FDK46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.051677051,9.6,258.062,3.1
Low Fat,DRL60,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027169589,8.52,151.0682,3.1
Regular,FDL25,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.131458247,6.92,90.5804,3.1
Regular,FDC29,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024304264,8.39,114.0176,3.1
Low Fat,FDA50,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.086752988,,98.141,3.1
Low Fat,FDL10,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.039300964,,99.5042,3.1
Regular,FDZ25,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.02748331,,169.379,3.1
Regular,FDS32,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.029510313,,141.9838,3.1
Regular,FDR15,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.033276066,,153.8314,3.1
Regular,FDW22,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.030143704,,222.0114,3.1
Regular,FDS02,Dairy,1998,OUT019,Tier 1,Small,Grocery Store,0.255394896,,196.8794,3
Regular,FDC29,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.024205661,8.39,114.0176,3
Regular,FDJ38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.040197932,8.6,190.153,3
Low Fat,FDK44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.122918852,16.6,173.0738,3
Low Fat,DRF27,Dairy,1998,OUT019,Tier 1,Small,Grocery Store,0.049754975,,152.134,3
Regular,FDZ32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.038288087,7.785,103.1964,3
Low Fat,DRE60,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.159657596,9.395,224.972,3
Low Fat,FDB17,Frozen Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.036746479,13.15,181.2976,3
Low Fat,FDX14,Dairy,1998,OUT019,Tier 1,Small,Grocery Store,0.13121032,,74.0354,3
Low Fat,FDU52,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.06390019,7.56,157.263,3
Low Fat,FDZ22,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.045050674,,84.925,3
Low Fat,NCQ50,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.034501405,18.75,211.7218,3
Regular,FDG38,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.05268526,8.975,83.3224,3
Low Fat,FDK15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.098566832,10.8,98.3042,3
Low Fat,NCL19,Others,2000,OUT013,Tier 3,High,Supermarket Type1,0.015663185,15.35,143.947,3
Regular,FDO10,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,13.65,55.8588,3
Low Fat,DRK35,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.071832909,8.365,36.1506,3
LF,FDN21,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.076483451,,163.1236,3
Low Fat,FDB34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02671821,15.25,85.2198,3
Low Fat,FDA45,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.154627247,,177.637,3
Low Fat,FDT49,Canned,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.152261999,7,105.728,3
Low Fat,FDC26,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.126897925,10.195,110.6886,3
Low Fat,FDI26,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.034940979,5.94,177.3344,3
Low Fat,FDI15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,13.8,263.7884,3
Low Fat,FDA14,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.06528457,16.1,145.076,3
Low Fat,FDG53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045928229,10,138.118,3
Low Fat,FDS40,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.01404119,15.35,38.419,3
Low Fat,FDP32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.087805788,6.65,126.7678,3
Low Fat,FDS55,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.081290366,7.02,147.3734,3
Low Fat,NCC42,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.044978225,15,140.8838,3
Low Fat,NCX41,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.017746826,19,210.8244,3
Low Fat,FDP39,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.069532901,12.65,51.8324,3
Low Fat,FDR33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.026830586,7.31,108.057,3
Regular,FDI60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0383808,7.22,62.351,3
Regular,FDH60,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0,19.7,194.411,3
Regular,FDY01,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.170548238,11.8,113.8834,3
Regular,FDS02,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.146094132,10.195,196.1794,3
Regular,FDS15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.078181964,9.195,106.7596,3
Regular,FDT15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.04274788,12.15,183.695,3
Regular,FDY34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.010998932,10.5,164.3842,3
Regular,FDU45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035561344,15.6,112.1518,3
Regular,FDS34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.076878416,19.35,113.9518,3
LF,FDS12,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,0.304859104,,125.4362,3
Low Fat,FDN13,Breakfast,1998,OUT019,Tier 1,Small,Grocery Store,0.266234421,,98.5358,3
Low Fat,FDQ13,Canned,1998,OUT019,Tier 1,Small,Grocery Store,0.018632082,,82.9908,3
Low Fat,FDW13,Canned,1998,OUT019,Tier 1,Small,Grocery Store,0.171383506,,50.5324,3
Low Fat,FDC04,Dairy,1998,OUT019,Tier 1,Small,Grocery Store,0.078764059,,241.3854,3
Low Fat,FDE45,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.070660449,,180.4002,3
Regular,FDB41,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.170382726,,45.2718,3
Regular,FDZ16,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.279886948,,193.1478,3
low fat,DRH39,Dairy,1998,OUT019,Tier 1,Small,Grocery Store,0,,75.967,3
Low Fat,DRG15,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.076735903,6.13,62.4536,3
Low Fat,DRK39,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.049865399,7.02,82.925,3
Low Fat,DRH15,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.109911272,8.775,41.9428,3
Low Fat,FDC56,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.12152072,7.72,118.244,3
Low Fat,FDD09,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.021496403,13.5,180.5976,3
Low Fat,DRF23,Hard Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0,4.61,173.8396,3
Low Fat,DRJ59,Hard Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.019372253,11.65,40.6164,3
Low Fat,NCY06,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.061184804,15.25,132.0968,3
Regular,FDY11,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.029560451,6.71,65.8142,3
Regular,FDZ49,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.133145617,11,218.4798,3
Regular,FDA51,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.164679597,8.05,112.1518,3
Regular,FDT14,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.127727102,10.695,121.144,3
Regular,FDV16,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.082930699,7.75,35.2558,3
Regular,FDR19,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.159720671,13.5,147.6102,3
Regular,FDQ27,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.044252621,5.19,102.599,3
Regular,FDK58,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0,11.35,101.5016,3
Regular,FDG22,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.041381156,17.6,35.019,3
LF,NCU54,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.098822387,8.88,209.627,3
LF,NCQ17,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.117593973,10.3,154.463,3
Low Fat,FDF17,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.042707323,5.19,197.811,3
Low Fat,FDT43,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.020589623,16.35,53.2324,3
Low Fat,NCN05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.014488997,8.235,183.795,3
Low Fat,NCS30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.093214866,5.945,129.1652,3
Low Fat,NCH30,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.067290244,17.1,114.586,3
Low Fat,FDF33,Seafood,2015,OUT045,Tier 2,Small,Supermarket Type1,0.021579162,7.97,105.9596,3
Low Fat,FDQ09,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0,7.235,115.1834,3
Low Fat,FDW34,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.035651291,9.6,244.917,3
Low Fat,FDY45,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.026195131,17.5,252.6356,3
Low Fat,FDI26,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,0.035084073,5.94,176.4344,3
Low Fat,FDX40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.099553084,12.85,40.0164,3
Low Fat,FDR08,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.037835765,18.7,111.1886,3
Low Fat,NCW53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,0.03066757,18.35,193.4162,3
Low Fat,NCX30,Household,2020,OUT017,Tier 2,High,Supermarket Type1,0.026771204,16.7,246.3776,3
Low Fat,FDU34,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.075620262,18.25,123.8046,3
Low Fat,DRI37,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,0.108206497,15.85,58.3904,3
Regular,FDZ23,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.067639698,17.75,187.624,3
Regular,FDV26,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.076314907,20.25,196.7794,3
Regular,FDR52,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.076198809,12.65,191.3846,3
Regular,FDT07,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.077475884,5.82,255.333,3
Regular,FDF44,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.059849153,7.17,129.4968,3
Regular,FDR19,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.160044589,13.5,145.4102,3
Regular,FDF57,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.058946687,14.5,168.6448,3
Regular,FDI21,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.05671761,5.59,62.9168,3
Regular,FDS58,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.021049215,9.285,161.0578,3
